ID,Label,AGE,GENDER,MARITAL_STATUS,MONTHLY_INCOME_WHITHOUT_TAX,LOANTYPE,GAGE_TOTLE_PRICE,APPLY_AMOUNT,APPLY_TERM_TIME,APPLY_INTEREST_RATE,PAYMENT_TYPE
50,1,1,1,1,0,1,0,0,5,2,1
51,1,1,1,0,0,1,3,3,5,3,1
52,0,1,0,1,0,1,4,3,5,4,1
53,0,1,0,1,0,1,3,0,5,4,0
54,1,1,0,3,0,1,0,0,5,3,1
55,1,1,1,0,0,1,0,0,5,2,1
56,0,1,1,0,0,1,4,0,5,0,1
57,1,1,0,1,0,1,0,3,5,1,1
58,1,1,1,1,0,1,3,2,5,1,1
59,0,1,1,0,0,1,4,3,5,4,1
60,1,1,0,1,0,1,0,0,5,2,1
61,0,1,1,1,0,1,4,0,5,0,1
62,1,1,1,0,0,0,0,0,5,2,1
63,0,1,1,0,0,1,4,0,5,0,0
64,1,1,0,0,0,0,0,0,5,1,1
65,1,1,1,0,0,0,0,0,5,2,1
66,1,1,0,0,0,1,4,3,5,4,1
67,1,1,1,0,0,0,4,2,5,1,1
68,1,1,1,0,0,1,0,0,5,1,1
69,1,1,0,1,0,1,4,3,5,2,1
70,1,1,1,0,0,1,4,3,5,3,1
71,1,4,0,0,0,1,0,0,5,1,1
72,1,4,1,1,0,1,0,0,5,1,1
73,1,4,0,0,0,1,0,0,5,2,1
74,0,4,0,1,0,1,4,0,5,4,1
75,0,4,1,0,0,1,1,2,5,0,1
76,1,4,0,1,0,0,0,0,5,1,0
77,1,4,1,0,0,0,4,3,5,3,1
78,1,4,0,1,0,1,4,3,5,1,1
79,0,4,0,1,0,1,3,3,5,0,1
80,1,4,1,1,0,1,0,0,5,1,0
81,0,4,0,0,0,1,2,1,5,4,1
82,1,4,1,3,0,1,0,0,5,2,1
83,1,4,1,3,0,1,3,2,5,1,1
84,1,4,0,0,0,1,0,0,5,4,1
85,1,4,0,0,0,1,0,0,5,1,1
86,1,4,1,2,0,0,0,0,5,4,1
87,0,4,0,0,0,0,0,0,5,4,1
88,0,4,0,0,0,0,0,0,5,2,1
89,1,4,0,0,0,0,4,3,5,4,1
90,0,4,0,0,0,1,0,0,5,4,1
91,0,4,0,0,0,0,4,0,5,0,1
92,0,4,1,0,0,1,3,3,5,4,1
93,0,2,1,3,0,1,4,0,5,0,1
94,1,2,0,0,0,0,0,0,5,1,0
95,0,2,0,0,0,1,0,0,5,4,0
96,1,2,0,0,0,0,0,0,5,4,1
97,1,2,1,1,0,1,3,2,5,0,0
98,1,2,0,0,0,1,2,1,5,4,0
99,0,2,0,0,0,0,3,0,5,4,1
100,0,2,0,0,0,0,0,0,5,4,1
101,0,2,0,0,0,0,0,0,5,0,1
102,1,2,0,0,0,0,0,0,5,1,1
103,1,2,1,0,0,1,0,0,5,1,0
104,0,2,0,0,0,0,0,0,5,2,1
105,1,2,0,0,0,1,0,3,5,1,1
106,0,2,0,0,0,0,0,0,5,4,1
107,1,0,0,1,0,0,0,3,4,3,1
108,1,0,0,1,0,1,0,3,4,1,1
109,1,0,1,1,0,1,0,0,4,0,1
110,1,0,0,1,0,1,0,3,4,1,1
111,0,0,0,1,0,1,4,3,4,4,0
112,0,0,1,1,0,1,0,0,4,0,1
113,0,0,1,1,0,1,4,0,4,0,1
114,1,0,1,1,0,1,0,0,4,3,1
115,0,0,0,3,0,1,4,0,4,0,1
116,1,0,0,1,0,1,0,0,4,1,1
117,1,0,1,3,0,1,0,0,4,1,0
118,0,0,0,1,0,0,0,0,4,0,1
119,0,0,0,1,0,0,0,0,4,0,1
120,0,0,1,0,0,0,0,0,4,0,1
121,0,0,1,0,0,1,3,3,4,0,0
122,1,0,1,0,0,1,0,0,4,4,1
123,1,0,0,1,0,1,0,0,4,3,0
124,1,0,0,1,0,1,0,0,4,1,1
125,1,0,0,1,0,0,0,0,4,2,0
126,0,0,0,1,0,0,0,0,4,2,1
127,0,0,0,3,0,1,0,0,4,4,1
128,1,0,1,1,0,0,0,0,4,3,1
129,1,0,0,0,0,1,0,0,4,3,1
130,0,0,0,0,0,1,4,0,4,0,1
131,0,0,1,0,0,1,0,0,4,0,1
132,0,0,1,0,0,1,4,0,4,0,1
133,1,0,1,1,0,0,0,0,4,1,1
134,1,0,1,0,0,1,0,0,4,4,1
135,1,0,1,0,0,1,4,2,4,3,1
136,0,0,0,1,0,0,0,0,4,0,0
137,1,0,0,1,0,1,0,3,4,4,0
138,0,0,1,1,0,1,4,0,4,0,1
139,1,0,1,1,0,1,0,0,4,3,1
140,0,0,1,1,0,0,0,0,4,2,1
141,0,0,0,1,0,1,0,0,4,4,1
142,1,0,1,3,0,0,3,2,4,1,1
143,0,0,0,1,0,1,3,3,4,0,1
144,0,0,0,0,0,1,4,0,4,4,1
145,0,0,0,1,0,1,4,3,4,0,0
146,1,3,0,1,0,0,0,0,4,1,1
147,0,3,0,1,0,1,0,0,4,0,0
148,0,3,0,1,0,1,0,0,4,4,1
149,0,3,1,3,0,1,4,0,4,0,1
150,1,3,0,1,0,1,0,0,4,1,1
151,1,3,0,0,0,1,0,0,4,1,1
152,1,3,0,1,0,0,0,0,4,1,1
153,0,3,1,3,0,1,0,0,4,0,1
154,0,3,0,0,0,1,4,3,4,0,1
155,1,3,1,0,0,1,0,0,4,3,1
156,0,3,1,3,0,1,4,3,4,4,0
157,1,3,1,0,0,1,0,3,4,1,1
158,0,3,1,1,0,1,0,0,4,0,0
159,1,3,0,0,0,0,0,0,4,1,1
160,0,3,1,0,0,0,0,0,4,0,1
161,0,3,1,0,0,1,4,3,4,0,0
162,1,3,0,1,0,1,4,3,4,1,0
163,1,3,0,1,0,1,0,0,4,3,1
164,0,3,1,1,0,1,0,0,4,4,1
165,0,3,0,0,0,1,4,3,4,4,1
166,0,3,1,0,0,1,0,0,4,0,0
167,1,3,1,0,0,0,0,0,4,2,0
168,0,3,0,0,0,0,4,0,4,4,1
169,1,3,1,3,0,0,0,0,4,1,0
170,1,3,0,0,0,1,0,3,4,1,1
171,1,3,1,1,0,0,0,0,4,2,1
172,0,3,0,1,0,0,3,0,4,0,0
173,0,3,0,1,0,1,4,0,4,0,0
174,0,3,0,1,0,0,4,0,4,0,1
175,0,3,1,1,0,1,4,0,4,4,1
176,0,3,0,1,0,1,4,3,4,0,1
177,1,3,0,0,0,0,0,0,4,4,1
178,0,3,1,0,0,1,0,0,4,4,1
179,0,3,0,0,0,0,0,0,4,2,1
180,0,3,1,0,0,1,4,3,4,0,0
181,0,3,1,3,0,1,4,3,4,0,1
182,0,3,0,0,0,1,4,3,4,0,1
183,0,3,1,0,0,1,0,0,4,0,1
184,1,3,0,1,0,1,0,0,4,1,1
185,1,3,0,1,0,1,0,0,4,1,1
186,1,3,1,0,0,0,0,0,4,1,1
187,0,3,1,1,0,1,4,3,4,4,1
188,0,3,0,0,0,1,4,0,4,4,0
189,1,3,0,1,0,1,4,0,4,3,1
190,1,3,0,0,0,1,4,3,4,1,1
191,0,3,1,0,0,1,3,0,4,4,1
192,0,3,1,0,0,1,0,0,4,0,1
193,0,3,1,0,0,1,1,2,4,0,0
194,0,3,1,0,0,1,4,0,4,0,1
195,0,3,0,0,0,1,4,3,4,0,0
196,1,3,0,0,0,0,4,3,4,3,1
197,0,3,0,0,0,0,4,0,4,0,0
198,1,3,0,0,0,1,0,3,4,0,0
199,0,3,0,1,0,1,0,0,4,0,1
200,1,3,0,0,0,1,4,0,4,4,0
201,1,3,1,0,0,1,4,3,4,3,0
202,1,3,1,1,0,0,4,3,4,3,1
203,1,3,0,0,0,1,0,0,4,1,1
204,1,3,1,0,0,0,4,3,4,1,1
205,1,3,1,0,0,0,0,0,4,1,1
206,1,1,0,1,0,1,0,3,4,4,1
207,1,1,1,0,0,1,0,3,4,3,0
208,1,1,1,0,0,1,0,0,4,3,1
209,0,1,0,0,0,1,3,0,4,0,1
210,1,1,0,0,0,1,4,0,4,3,1
211,1,1,0,0,0,0,3,2,4,1,1
212,1,1,0,0,0,1,0,0,4,3,0
213,0,1,0,0,0,1,4,3,4,4,1
214,0,1,1,0,0,1,4,0,4,0,0
215,0,1,1,1,0,0,0,0,4,0,1
216,0,1,1,0,0,0,0,0,4,2,1
217,0,1,1,0,0,1,4,3,4,0,1
218,1,1,0,0,0,1,4,3,4,1,1
219,0,1,1,3,0,1,4,3,4,0,0
220,0,1,1,1,0,1,4,0,4,4,0
221,0,1,0,0,0,1,4,0,4,0,0
222,0,1,1,3,0,1,3,3,4,4,1
223,1,1,0,0,0,0,0,0,4,1,1
224,1,1,0,0,0,0,0,0,4,1,1
225,0,1,1,0,0,1,4,3,4,0,0
226,0,1,0,1,0,1,4,3,4,0,1
227,1,1,0,0,3,0,4,3,4,2,1
228,1,1,0,0,0,1,0,0,4,3,1
229,1,1,1,0,0,0,0,0,4,3,0
230,0,1,0,1,0,1,0,0,4,0,1
231,0,1,0,0,0,1,3,3,4,0,0
232,0,1,0,1,0,1,4,0,4,4,1
233,1,1,0,1,0,1,0,3,4,1,1
234,1,1,0,1,0,1,4,3,4,3,1
235,1,1,0,0,0,1,0,3,4,3,1
236,0,1,1,3,0,1,4,0,4,0,0
237,1,1,1,0,0,1,4,0,4,1,0
238,0,1,0,0,0,1,3,3,4,4,0
239,1,1,1,0,0,1,4,3,4,1,1
240,1,1,1,0,0,1,3,2,4,1,1
241,0,1,0,0,0,1,4,0,4,4,0
242,0,1,0,3,0,1,3,3,4,4,1
243,0,1,0,0,0,0,0,0,4,4,1
244,0,1,0,0,0,0,0,0,4,2,1
245,0,1,0,0,0,0,0,0,4,0,1
246,0,1,0,0,0,1,4,0,4,0,0
247,1,1,0,0,0,1,4,3,4,1,0
248,0,1,0,0,0,0,1,2,4,4,1
249,0,1,0,0,0,1,4,0,4,0,1
250,0,1,0,1,0,1,4,3,4,0,1
251,0,1,1,1,0,1,4,3,4,0,1
252,0,1,1,0,0,0,0,0,4,4,0
253,1,1,1,0,0,0,4,3,4,3,0
254,1,1,0,0,0,0,0,0,4,1,1
255,0,1,1,0,0,1,0,0,4,4,0
256,1,1,0,1,0,0,4,3,4,4,1
257,1,4,1,0,0,1,0,0,4,3,1
258,0,4,1,0,0,0,4,0,4,0,0
259,0,4,0,0,0,0,0,0,4,0,1
260,0,4,0,1,0,1,4,0,4,0,1
261,0,4,1,0,0,0,0,0,4,2,1
262,1,4,0,0,0,1,0,3,4,3,0
263,0,4,1,0,0,1,3,3,4,0,1
264,1,4,0,2,0,1,4,3,4,1,0
265,1,4,1,1,0,1,0,0,4,2,0
266,0,4,1,0,0,1,3,3,4,0,0
267,1,4,0,0,0,1,4,3,4,4,0
268,1,4,0,1,0,1,0,0,4,3,1
269,0,4,0,0,0,1,4,3,4,4,1
270,1,4,1,0,0,0,0,0,4,1,1
271,1,4,0,0,0,1,0,0,4,1,1
272,0,4,1,0,0,0,0,0,4,4,1
273,1,4,1,0,0,0,3,2,4,3,1
274,0,4,1,0,0,0,0,0,4,3,1
275,1,4,1,0,0,1,4,3,4,1,1
276,0,4,0,0,0,1,4,3,4,0,1
277,1,4,1,3,0,1,0,0,4,3,1
278,1,4,1,3,0,1,4,3,4,1,1
279,0,4,0,0,0,0,0,0,4,2,1
280,1,4,0,0,3,1,0,0,4,0,1
281,1,4,0,0,0,0,0,0,4,1,0
282,0,4,0,0,0,0,4,0,4,0,0
283,0,4,0,0,0,1,4,3,4,0,1
284,0,4,0,0,0,1,3,3,4,0,0
285,0,4,0,0,0,1,4,0,4,4,1
286,1,4,0,0,0,1,4,3,4,3,1
287,1,4,0,3,0,1,0,0,4,4,1
288,1,4,0,1,0,1,0,0,4,1,0
289,1,4,1,0,0,1,0,0,4,1,1
290,0,4,0,0,0,1,3,3,4,4,0
291,1,4,0,0,0,0,0,0,4,2,1
292,0,4,1,3,0,1,4,0,4,0,0
293,1,4,0,0,0,1,0,3,4,1,0
294,0,4,1,0,0,1,4,0,4,4,1
295,1,4,1,0,0,1,0,0,4,3,1
296,0,4,1,0,0,1,4,0,4,0,1
297,1,4,1,0,3,1,0,0,4,3,1
298,1,4,1,0,3,1,0,0,4,3,1
299,1,4,1,3,0,1,4,0,4,1,1
300,1,4,1,0,0,1,4,3,4,0,0
301,1,4,0,0,0,1,4,3,4,1,1
302,1,4,0,0,0,1,3,2,4,1,0
303,1,4,0,0,0,1,3,2,4,4,0
304,0,4,1,0,0,1,3,2,4,4,1
305,0,4,0,0,0,1,4,0,4,0,1
306,1,4,1,1,0,1,4,3,4,1,1
307,0,4,1,0,0,1,3,3,4,0,1
308,1,4,1,0,0,1,3,2,4,2,0
309,0,4,1,0,0,0,0,0,4,2,1
310,0,4,0,0,0,0,0,0,4,2,1
311,1,4,1,0,0,0,0,0,4,3,1
312,1,4,0,0,0,0,3,2,4,4,1
313,1,4,1,0,0,1,4,3,4,1,0
314,1,4,0,0,0,1,4,3,4,3,1
315,1,4,1,1,0,1,4,3,4,3,1
316,1,4,0,0,0,1,0,3,4,1,0
317,1,4,1,3,0,1,0,0,4,1,0
318,0,4,0,0,0,0,0,0,4,4,0
319,0,4,1,0,0,0,4,0,4,4,1
320,0,2,1,0,0,1,4,0,4,4,1
321,0,2,0,1,0,1,0,0,4,4,1
322,0,2,0,0,0,1,3,0,4,0,0
323,1,2,0,0,0,1,4,0,4,1,1
324,1,2,1,1,0,1,0,3,4,1,1
325,1,2,0,0,0,0,4,3,4,4,0
326,1,2,1,0,0,1,3,2,4,1,1
327,0,2,0,0,0,1,3,3,4,0,1
328,0,2,0,1,0,1,1,3,4,0,1
329,0,2,0,0,0,1,3,3,4,0,0
330,1,2,0,0,0,0,0,0,4,3,1
331,1,2,1,0,0,0,4,3,4,3,1
332,0,2,0,0,0,1,3,3,4,0,0
333,0,2,0,3,0,1,4,3,4,0,1
334,0,2,0,3,0,0,4,0,4,4,0
335,0,2,1,0,0,1,0,0,4,0,0
336,1,2,1,0,0,1,0,0,4,4,0
337,1,2,0,0,0,0,0,0,4,1,1
338,1,2,1,0,0,1,3,2,4,0,1
339,0,2,1,0,0,1,4,0,4,4,1
340,1,2,0,0,0,1,4,0,4,1,1
341,1,2,0,0,0,1,0,0,4,4,1
342,0,2,1,2,0,1,0,0,4,4,1
343,1,2,0,0,0,1,0,0,4,3,1
344,0,2,0,0,0,1,3,3,4,4,1
345,1,2,0,0,0,0,0,0,4,3,0
346,1,2,0,3,0,1,4,3,4,1,1
347,1,2,0,0,0,1,0,0,4,4,1
348,0,2,0,3,0,1,4,0,4,0,1
349,1,2,1,1,0,1,0,0,4,1,0
350,1,2,1,1,0,1,0,0,4,1,0
351,1,2,1,1,0,1,0,0,4,1,0
352,1,2,1,0,0,0,4,3,4,1,1
353,0,2,0,3,0,1,4,0,4,0,1
354,1,2,0,0,0,1,0,3,4,2,1
355,0,2,0,0,0,1,4,0,4,4,1
356,0,2,1,0,0,1,3,3,4,0,0
357,1,2,0,0,0,1,0,0,4,1,1
358,1,2,1,2,0,0,0,3,4,1,1
359,1,2,0,1,0,0,4,3,4,1,0
360,0,0,0,1,0,0,0,0,3,2,1
361,0,0,1,1,0,0,0,0,3,0,1
362,0,0,0,3,0,0,0,0,3,0,1
363,0,0,0,1,0,1,4,0,3,0,1
364,1,0,1,1,0,1,0,0,3,4,1
365,0,0,1,0,0,1,4,3,3,4,1
366,0,0,0,1,0,1,4,3,3,0,1
367,1,0,0,1,0,1,0,0,3,2,1
368,1,0,1,0,0,1,0,3,3,1,0
369,1,0,0,1,0,1,0,0,3,2,1
370,0,0,1,1,0,1,0,0,3,0,1
371,0,0,1,3,0,1,0,0,3,0,1
372,0,0,1,0,0,1,4,0,3,0,1
373,0,0,0,1,0,1,4,0,3,0,1
374,0,0,0,0,0,0,0,0,3,0,1
375,1,0,1,1,0,1,0,0,3,1,1
376,0,0,0,1,0,1,3,3,3,0,1
377,0,0,1,1,0,1,0,0,3,0,0
378,0,0,0,1,0,1,4,0,3,4,0
379,1,0,1,1,0,1,0,0,3,1,1
380,0,0,1,0,0,0,0,0,3,0,1
381,0,0,0,1,0,0,0,0,3,0,1
382,0,0,0,0,0,0,0,0,3,2,1
383,0,0,1,0,3,0,0,0,3,0,1
384,0,0,0,1,0,1,0,0,3,0,1
385,0,0,0,1,0,1,0,0,3,0,1
386,1,0,1,1,0,1,0,0,3,3,0
387,1,0,0,0,0,1,0,0,3,0,1
388,0,0,0,1,0,0,0,0,3,0,1
389,0,0,0,1,0,1,4,3,3,4,1
390,0,0,1,0,0,1,4,0,3,0,1
391,0,0,0,1,0,0,4,0,3,0,0
392,0,0,0,1,0,0,0,0,3,0,0
393,0,0,0,1,0,1,4,3,3,0,1
394,0,0,0,3,0,1,4,0,3,0,1
395,0,0,1,0,0,1,4,0,3,4,1
396,0,0,0,1,0,1,0,0,3,4,1
397,0,0,0,1,0,1,4,0,3,0,0
398,1,0,1,3,0,1,0,3,3,1,1
399,0,0,1,1,0,1,0,0,3,4,1
400,1,0,1,0,0,1,0,0,3,1,1
401,0,0,1,1,0,0,0,0,3,0,1
402,1,0,0,1,0,0,0,0,3,1,0
403,0,0,1,3,0,0,0,0,3,2,1
404,0,0,0,0,0,0,0,0,3,0,1
405,0,0,0,1,0,0,4,0,3,0,1
406,0,0,1,1,0,1,0,0,3,0,0
407,0,0,1,0,0,0,0,0,3,2,1
408,0,0,0,1,0,1,0,0,3,4,1
409,1,0,1,3,0,1,0,0,3,4,1
410,1,0,0,0,0,1,0,3,3,1,1
411,1,0,0,0,0,1,0,0,3,4,1
412,1,0,0,1,0,1,0,0,3,3,1
413,0,0,1,0,0,1,0,0,3,4,1
414,0,0,0,1,0,1,4,0,3,0,0
415,1,0,0,1,0,1,0,0,3,1,1
416,0,0,1,1,0,1,4,0,3,0,1
417,1,0,0,1,0,1,0,0,3,1,1
418,0,0,0,1,0,1,0,0,3,0,1
419,1,0,1,3,3,1,0,3,3,0,1
420,1,0,0,1,0,1,0,0,3,1,0
421,0,0,0,3,0,0,0,0,3,2,1
422,0,0,0,0,0,1,0,0,3,0,1
423,1,0,1,1,0,1,0,0,3,1,1
424,1,0,1,0,0,1,0,0,3,3,1
425,0,0,0,0,0,1,0,0,3,0,1
426,0,0,1,1,0,1,4,3,3,4,1
427,1,0,0,0,0,0,0,0,3,1,1
428,1,0,0,0,0,0,0,0,3,3,1
429,0,0,0,1,0,1,4,0,3,0,1
430,0,0,1,0,0,1,4,0,3,4,1
431,1,0,0,1,0,1,0,3,3,2,1
432,1,0,1,0,0,1,0,3,3,4,1
433,0,0,0,0,0,1,0,0,3,0,1
434,0,0,0,0,0,1,4,0,3,0,1
435,0,0,1,1,0,1,4,3,3,4,1
436,0,0,1,0,0,1,4,3,3,0,1
437,1,0,1,1,0,0,0,0,3,1,0
438,0,3,0,1,0,0,0,0,3,0,1
439,1,3,1,1,0,1,0,3,3,4,1
440,0,3,1,1,0,0,0,0,3,0,1
441,0,3,0,0,0,0,0,0,3,0,1
442,0,3,1,0,0,0,0,0,3,2,1
443,0,3,0,1,0,0,0,0,3,2,1
444,0,3,1,3,0,0,0,0,3,0,1
445,0,3,1,0,0,0,4,3,3,0,1
446,1,3,0,1,0,1,0,0,3,1,1
447,0,3,1,1,0,1,0,0,3,0,1
448,0,3,0,0,0,0,0,0,3,0,0
449,0,3,1,1,0,1,4,0,3,0,1
450,1,3,1,0,0,1,0,0,3,1,0
451,1,3,0,1,0,0,0,0,3,1,1
452,1,3,0,0,0,1,0,3,3,0,1
453,1,3,0,1,0,1,0,0,3,4,1
454,0,3,1,1,0,1,0,0,3,4,0
455,0,3,0,1,0,1,0,0,3,0,0
456,0,3,0,1,0,0,0,0,3,2,1
457,1,3,0,0,0,0,0,0,3,3,1
458,0,3,0,3,0,0,0,0,3,2,1
459,0,3,1,1,0,1,4,3,3,0,1
460,0,3,0,0,0,0,0,0,3,0,1
461,1,3,1,0,0,1,0,0,3,3,0
462,0,3,1,0,0,1,4,3,3,0,0
463,1,3,1,0,0,1,4,3,3,2,0
464,0,3,0,0,0,1,3,3,3,0,1
465,0,3,1,0,0,1,4,0,3,4,1
466,1,3,1,0,0,1,4,3,3,3,1
467,1,3,0,1,0,1,3,2,3,3,1
468,0,3,0,3,0,0,4,0,3,4,1
469,1,3,0,1,0,1,0,0,3,4,1
470,0,3,0,0,0,1,4,0,3,0,1
471,1,3,1,0,0,1,0,0,3,1,1
472,1,3,0,0,0,1,0,0,3,4,0
473,0,3,0,1,0,1,0,0,3,4,0
474,0,3,0,1,0,0,0,0,3,0,1
475,0,3,0,0,0,0,0,0,3,2,1
476,1,3,1,0,0,1,0,0,3,1,1
477,0,3,0,1,0,0,4,0,3,0,1
478,1,3,0,1,0,1,4,3,3,3,1
479,0,3,0,0,0,1,4,3,3,0,1
480,1,3,1,0,0,1,0,0,3,3,1
481,0,3,1,1,0,0,0,0,3,4,0
482,1,3,0,0,0,1,0,0,3,4,0
483,0,3,1,0,0,1,4,3,3,0,1
484,1,3,1,1,0,1,0,0,3,4,0
485,0,3,0,0,0,1,4,3,3,4,0
486,1,3,1,0,0,1,0,0,3,3,1
487,1,3,0,0,0,1,0,0,3,4,1
488,1,3,1,0,0,1,3,2,3,0,1
489,1,3,1,0,0,1,0,0,3,4,1
490,0,3,0,0,0,0,0,0,3,0,1
491,0,3,1,0,0,1,4,0,3,4,1
492,1,3,1,1,0,1,4,3,3,1,1
493,1,3,0,0,0,1,4,3,3,1,1
494,0,3,0,0,0,1,4,0,3,0,0
495,0,3,0,3,0,1,4,0,3,0,1
496,1,3,0,0,0,1,0,0,3,1,0
497,1,3,0,0,0,1,0,0,3,0,0
498,0,3,0,3,0,1,4,3,3,0,1
499,1,3,1,1,0,0,3,0,3,3,1
500,1,3,0,1,0,1,0,3,3,1,1
501,1,3,0,0,0,1,0,0,3,3,0
502,0,3,0,0,0,0,0,0,3,2,1
503,1,3,1,3,0,1,0,0,3,3,0
504,0,3,1,1,0,0,4,0,3,0,1
505,1,3,1,1,0,0,0,0,3,1,1
506,0,3,1,0,0,0,4,0,3,0,1
507,1,3,1,0,0,1,0,0,3,4,1
508,0,3,1,0,0,1,4,3,3,0,0
509,0,3,0,1,0,1,4,3,3,4,1
510,0,3,0,0,0,1,4,3,3,0,1
511,0,3,1,0,0,1,4,3,3,0,1
512,0,1,0,0,0,1,0,0,3,4,1
513,1,1,1,0,0,1,0,0,3,4,1
514,0,1,0,0,0,1,0,0,3,0,1
515,1,1,1,0,0,0,0,0,3,3,0
516,0,1,0,0,0,0,0,0,3,0,0
517,0,1,1,0,0,0,0,0,3,2,1
518,1,1,0,0,0,0,0,0,3,2,1
519,0,1,1,1,0,1,0,0,3,4,1
520,1,1,0,1,0,1,4,3,3,2,0
521,0,1,1,1,0,1,4,3,3,4,1
522,0,1,1,0,0,1,4,3,3,0,0
523,1,1,0,1,0,1,0,0,3,1,1
524,0,1,0,0,0,1,0,0,3,4,1
525,0,1,0,0,0,1,4,3,3,0,1
526,1,1,1,0,0,1,0,0,3,1,1
527,1,1,1,3,0,0,0,3,3,1,1
528,0,1,0,0,0,1,4,0,3,0,1
529,0,1,1,1,0,1,4,3,3,0,1
530,0,1,0,0,0,0,0,0,3,0,1
531,0,1,1,0,0,1,4,3,3,4,1
532,1,1,1,0,0,1,4,3,3,0,1
533,1,1,0,0,0,1,0,3,3,1,1
534,0,1,1,0,0,1,4,3,3,4,1
535,1,1,1,0,0,1,0,3,3,4,0
536,0,1,1,3,0,1,0,0,3,4,1
537,0,1,1,1,0,0,0,0,3,0,1
538,1,1,0,1,0,1,4,3,3,2,1
539,0,1,0,1,0,0,4,0,3,4,0
540,1,1,1,1,0,1,0,0,3,1,1
541,1,1,1,1,0,1,0,0,3,1,1
542,0,1,1,0,0,0,4,3,3,4,0
543,0,1,0,0,0,1,4,3,3,4,0
544,0,1,0,0,0,0,0,0,3,2,1
545,0,1,0,0,0,0,0,0,3,0,1
546,0,1,0,0,0,0,0,0,3,0,1
547,1,1,1,0,0,1,0,0,3,3,0
548,1,1,0,1,0,1,3,2,3,1,0
549,1,1,1,0,0,0,0,0,3,1,0
550,1,1,0,1,0,1,0,3,3,1,1
551,0,1,0,0,0,1,4,3,3,0,1
552,1,1,0,0,0,1,3,2,3,4,1
553,1,1,1,1,0,1,0,3,3,2,0
554,1,1,0,0,0,1,0,0,3,3,1
555,1,1,1,0,0,1,0,0,3,3,1
556,0,1,1,0,0,1,4,0,3,0,1
557,1,1,0,0,0,0,0,0,3,3,1
558,0,1,0,0,0,1,0,0,3,4,1
559,1,1,0,0,0,0,4,3,3,3,1
560,0,1,1,0,0,1,3,3,3,0,1
561,0,1,0,1,0,1,4,3,3,0,1
562,0,1,0,0,0,1,3,3,3,0,1
563,1,1,0,0,0,1,0,0,3,4,0
564,0,1,0,0,0,0,0,0,3,4,1
565,1,1,0,1,0,1,3,2,3,1,1
566,0,1,0,0,0,1,0,0,3,0,1
567,0,1,1,3,0,0,0,0,3,0,1
568,0,1,1,0,0,0,0,0,3,0,1
569,0,1,0,0,0,1,0,0,3,4,1
570,1,1,1,3,0,1,0,0,3,0,1
571,0,1,0,3,0,1,4,3,3,0,0
572,0,1,0,3,0,0,0,0,3,2,1
